Date	Open	High	Low	Close	Volume
29/05/2023	1260.5	1265	1253.6	1260.3	4619754
30/05/2023	1260.3	1268.85	1257.18	1259.97	5234564
31/05/2023	1250	1254.93	1230.5	1234.95	12510304
01/06/2023	1240.08	1242.45	1229	1231.63	6734525
02/06/2023	1235.5	1241.43	1225.5	1227.6	7291995
05/06/2023	1233.6	1241.88	1229.22	1238.63	5034355
06/06/2023	1241.72	1243.85	1231	1239.68	3458161
07/06/2023	1243.5	1250	1236.3	1249.08	4759238
08/06/2023	1253	1258.43	1245.5	1249.83	5570815
09/06/2023	1253.5	1254.28	1239	1240.97	2712243
12/06/2023	1237.75	1244.6	1232.5	1242.08	2949893
13/06/2023	1247.5	1261.72	1243.13	1260.43	5190958
14/06/2023	1260.5	1277.5	1258.5	1275.93	6127509
15/06/2023	1275.9	1281.28	1267.75	1276.28	5451926
16/06/2023	1280.1	1291.2	1280.1	1288.7	11155180
19/06/2023	1292	1292	1271.33	1275.9	3137532
20/06/2023	1273.78	1282	1267.5	1278.55	3194085
21/06/2023	1278.5	1284.93	1274	1282.15	3212779
22/06/2023	1278	1286.65	1266	1267.75	3516244
23/06/2023	1264.45	1266.7	1256	1257.38	3059084
26/06/2023	1253.5	1257.7	1244.35	1247.78	5833893
27/06/2023	1248.28	1254.75	1243.33	1248.22	4471687
28/06/2023	1256.5	1268.93	1248.93	1264.75	5239872
30/06/2023	1273.2	1278.33	1266.72	1275.13	5146441
03/07/2023	1279.03	1311	1277.68	1307.85	5609248
04/07/2023	1312.5	1312.5	1286.63	1294.38	3720447
05/07/2023	1304.5	1304.5	1287.9	1292.25	4729479
06/07/2023	1288.03	1322.23	1288.03	1319.38	8822948
07/07/2023	1317.5	1332.48	1314	1316.8	6172684
10/07/2023	1344.45	1378	1337.5	1367.53	15340262
11/07/2023	1376.45	1385	1368.8	1382.35	9262001
12/07/2023	1383.15	1401	1380.83	1383.88	8645662
13/07/2023	1391.95	1399.5	1368.63	1371.5	6776172
14/07/2023	1375	1380.45	1362.55	1370.35	6979790
17/07/2023	1373.5	1407.53	1364	1398.35	10254545
18/07/2023	1408.5	1418.73	1396.5	1410.23	11937761
19/07/2023	1415	1428	1398.5	1420.93	18054869
20/07/2023	1290	1315.48	1290	1309.93	19358812
21/07/2023	1304.5	1307.45	1261.8	1269.38	15124619
24/07/2023	1240.5	1257.47	1234.65	1243.7	11863933
25/07/2023	1247	1252.6	1240	1242.9	6013010
26/07/2023	1242.5	1273.5	1242.5	1263.1	6455506
27/07/2023	1267.03	1268.83	1245.18	1251.35	8613449
28/07/2023	1256.03	1271.43	1250.28	1263.93	10413926
31/07/2023	1263.93	1276.95	1258.97	1274.63	4275587
01/08/2023	1277.5	1279.5	1252.65	1256.6	4768316
02/08/2023	1254.6	1256	1231.8	1243.18	6374107
03/08/2023	1237.65	1250.45	1229.03	1237.95	5084175
04/08/2023	1249.4	1258	1235.8	1254.78	11442805
07/08/2023	1260.5	1264.2	1252.5	1261.93	2991435
08/08/2023	1264	1267.22	1249.78	1254.33	4922036
09/08/2023	1252.43	1264.5	1240.55	1262.6	5743293
10/08/2023	1262.47	1275	1254.22	1268.22	7735299
11/08/2023	1266.22	1279.43	1256.18	1273.58	11089665
14/08/2023	1269.5	1291.15	1262.5	1288.63	4787906
16/08/2023	1275.5	1291.4	1275.5	1287.58	5101556
17/08/2023	1283.55	1289.05	1266.43	1269	6836872
18/08/2023	1265.63	1288.8	1254.28	1278.4	9319989
21/08/2023	1269.97	1277.72	1257.83	1260	4610873
22/08/2023	1258.45	1268.97	1249.5	1259.7	3856522
23/08/2023	1262.1	1271.43	1258.47	1261.1	4758976
24/08/2023	1269.95	1269.95	1235.5	1239.9	7070010
25/08/2023	1228	1252.5	1221.3	1234.18	11111200
28/08/2023	1236	1242	1215.55	1221.88	6290413
29/08/2023	1226.03	1226.72	1204.08	1210.18	8438322
30/08/2023	1216	1221.5	1207.5	1209.03	6084473
31/08/2023	1211.5	1212.5	1199.95	1203.5	10819300
01/09/2023	1203.28	1212.83	1200.83	1206.33	9056421
04/09/2023	1206.33	1211.83	1202.65	1205.35	4673813
05/09/2023	1210	1216.97	1206.22	1211.8	4337938
06/09/2023	1210.55	1218.08	1208.63	1214.35	4100185
07/09/2023	1210.85	1219.13	1205.5	1216	6826286
08/09/2023	1220	1228	1211.47	1224.1	11554644
11/09/2023	1226	1238.43	1226	1237.3	6635537
12/09/2023	1241.5	1241.5	1217.97	1219.43	8127833
13/09/2023	1220	1231.33	1213.13	1225.53	6401669
14/09/2023	1230	1232.9	1222.5	1226.65	4604818
15/09/2023	1234	1234	1224.75	1228.93	12734296
18/09/2023	1220.03	1225.5	1216.03	1218.22	3758150
20/09/2023	1211.53	1213.8	1177.5	1191.08	28540942
21/09/2023	1187.47	1195.05	1180	1182.4	6113091
22/09/2023	1188	1191.22	1175	1177.47	9588393
25/09/2023	1175.2	1180.35	1167.55	1170.22	7127442
26/09/2023	1169.28	1175.1	1167.8	1171.25	5043891
27/09/2023	1171.75	1185.9	1169.25	1184.45	5861389
28/09/2023	1191.5	1191.5	1162.5	1167.05	7259173
29/09/2023	1170.9	1184.55	1167.05	1172.5	6171007
03/10/2023	1164.97	1167.8	1158	1159.08	4429528
04/10/2023	1154.5	1159.5	1147.55	1157.08	5143193
05/10/2023	1159.63	1164.7	1154.5	1157.05	5476841
06/10/2023	1158.53	1162.4	1156.03	1159	2715513
09/10/2023	1154.05	1155.97	1147.5	1149.13	3788439
10/10/2023	1153.28	1158.95	1151.88	1154.2	5118016
11/10/2023	1157.22	1174.85	1156.5	1172.53	4907059
12/10/2023	1171.93	1179.68	1169.08	1174.7	6277225
13/10/2023	1170	1178.75	1164.58	1174.65	5075158
16/10/2023	1172.5	1177.28	1168	1172.03	2964518
17/10/2023	1178	1179.85	1170.65	1177.63	3964090
18/10/2023	1177.63	1183.5	1160.5	1162	4459160
19/10/2023	1156	1160.9	1150.5	1153.08	6016278
20/10/2023	1150	1157.35	1148.15	1149.55	4456656
23/10/2023	1145	1153.13	1127.63	1131.6	3926981
25/10/2023	1125.03	1140.6	1121.5	1128.97	5810344
